ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,RANDOM,COST,PROFIT
10336,45,100,4,5972.4,11/20/2004 0:00,Shipped,4,11,2004,Classic Cars,57,S24_1444,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,Medium,0.813596981,4859.126611,1113.273389
10349,48,47.4,4,2275.2,12/1/2004 0:00,Shipped,4,12,2004,Classic Cars,57,S24_1444,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff,Small,0.829458538,1887.184065,388.0159353
10358,44,60.76,14,2673.44,12/10/2004 0:00,Shipped,4,12,2004,Classic Cars,57,S24_1444,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,0.805637004,2153.822192,519.6178077
10371,25,97.27,12,2431.75,1/23/2005 0:00,Shipped,1,1,2005,Classic Cars,57,S24_1444,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,0.761238758,1851.142349,580.6076513
10383,22,91.76,2,2018.72,2/22/2005 0:00,Shipped,1,2,2005,Classic Cars,57,S24_1444,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,0.776792755,1568.127071,450.5929287
10394,31,50.29,2,1558.99,3/15/2005 0:00,Shipped,1,3,2005,Classic Cars,57,S24_1444,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,0.776538407,1210.615611,348.3743889
10412,21,52.6,2,1104.6,5/3/2005 0:00,Shipped,2,5,2005,Classic Cars,57,S24_1444,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,0.830323098,917.1748944,187.4251056
10425,55,46.82,1,2575.1,5/31/2005 0:00,In Process,2,5,2005,Classic Cars,57,S24_1444,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Small,0.838879461,2160.198499,414.9015006
10107,25,100,3,2845.75,2/24/2003 0:00,Shipped,1,2,2003,Motorcycles,112,S24_1578,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai,Small,0.782036439,2225.480196,620.2698038
10120,35,98.05,1,3431.75,4/29/2003 0:00,Shipped,2,4,2003,Motorcycles,112,S24_1578,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,0.817463816,2805.331451,626.4185494
10134,35,93.54,3,3273.9,7/1/2003 0:00,Shipped,3,7,2003,Motorcycles,112,S24_1578,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel,Medium,0.79911333,2616.217132,657.6828676
10145,43,95.8,7,4119.4,8/25/2003 0:00,Shipped,3,8,2003,Motorcycles,112,S24_1578,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA,Young,Julie,Medium,0.844803562,3480.083794,639.3162063
10159,44,100,15,5355.68,10/10/2003 0:00,Shipped,4,10,2003,Motorcycles,112,S24_1578,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Medium,0.8258574,4423.02796,932.65204
10168,50,100,2,5747.5,10/28/2003 0:00,Shipped,4,10,2003,Motorcycles,112,S24_1578,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,NA,Hirano,Juri,Medium,0.763600808,4388.795642,1358.704358
10180,48,100,10,5355.36,11/11/2003 0:00,Shipped,4,11,2003,Motorcycles,112,S24_1578,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",,Lille,,59000,France,EMEA,Rance,Martine,Medium,0.811119492,4343.836881,1011.523119
10188,25,100,2,2535.75,11/18/2003 0:00,Shipped,4,11,2003,Motorcycles,112,S24_1578,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Small,0.815824558,2068.727124,467.0228758
10201,39,100,3,4351.23,12/1/2003 0:00,Shipped,4,12,2003,Motorcycles,112,S24_1578,Mini Wheels Co.,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,NA,Murphy,Julie,Medium,0.789187628,3433.936883,917.2931174
10211,25,90.16,15,2254,1/15/2004 0:00,Shipped,1,1,2004,Motorcycles,112,S24_1578,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,Small,0.827068476,1864.212344,389.787656
10223,32,91.29,2,2921.28,2/20/2004 0:00,Shipped,1,2,2004,Motorcycles,112,S24_1578,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,0.759944619,2220.011016,701.2689836
10237,20,100,8,2299,4/5/2004 0:00,Shipped,2,4,2004,Motorcycles,112,S24_1578,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,NA,Frick,Michael,Small,0.813828513,1870.991751,428.0082491
10251,26,100,3,2637.18,5/18/2004 0:00,Shipped,2,5,2004,Motorcycles,112,S24_1578,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,,Newark,NJ,94019,USA,NA,Brown,William,Small,0.776555332,2047.916189,589.2638108
10263,42,100,3,4307.52,6/28/2004 0:00,Shipped,2,6,2004,Motorcycles,112,S24_1578,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,NA,King,Julie,Medium,0.818117336,3524.056787,783.4632134
10275,21,100,2,2153.76,7/23/2004 0:00,Shipped,3,7,2004,Motorcycles,112,S24_1578,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Small,0.768213296,1654.547068,499.2129317
10285,34,100,7,3716.88,8/27/2004 0:00,Shipped,3,8,2004,Motorcycles,112,S24_1578,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Medium,0.826544493,3072.166693,644.7133066
10299,47,100,10,5455.76,9/30/2004 0:00,Shipped,3,9,2004,Motorcycles,112,S24_1578,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Medium,0.826417053,4508.733101,947.0268989
10309,21,100,6,2650.62,10/15/2004 0:00,Shipped,4,10,2004,Motorcycles,112,S24_1578,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Small,0.801932937,2125.619482,525.0005182
10318,48,100,2,6437.28,11/2/2004 0:00,Shipped,4,11,2004,Motorcycles,112,S24_1578,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Kyung,Medium,0.811207023,5221.966742,1215.313258
10329,30,87.78,7,2633.4,11/15/2004 0:00,Shipped,4,11,2004,Motorcycles,112,S24_1578,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai,Small,0.836340066,2202.417931,430.9820694
10339,27,84.39,10,2278.53,11/23/2004 0:00,Shipped,4,11,2004,Motorcycles,112,S24_1578,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small,0.823303709,1875.922201,402.6077991
10362,50,96.92,2,4846,1/5/2005 0:00,Shipped,1,1,2005,Motorcycles,112,S24_1578,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,NA,Hirano,Juri,Medium,0.846883753,4103.998667,742.0013334
10374,38,100,6,4197.1,2/2/2005 0:00,Shipped,1,2,2005,Motorcycles,112,S24_1578,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Medium,0.805543695,3380.947444,816.1525561
10389,45,100,1,4597.65,3/3/2005 0:00,Shipped,1,3,2005,Motorcycles,112,S24_1578,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,0.813549743,3740.416977,857.2330227
10403,46,100,8,5287.7,4/8/2005 0:00,Shipped,2,4,2005,Motorcycles,112,S24_1578,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium,0.764944592,4044.797518,1242.902482
10417,35,100,3,3550.05,5/13/2005 0:00,Disputed,2,5,2005,Motorcycles,112,S24_1578,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,0.759393472,2695.884796,854.165204
10110,29,59.37,15,1721.73,3/18/2003 0:00,Shipped,1,3,2003,Classic Cars,50,S24_1628,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small,0.826636711,1423.245224,298.4847759
10123,50,59.87,1,2993.5,5/20/2003 0:00,Shipped,2,5,2003,Classic Cars,50,S24_1628,Atelier graphique,40.32.2555,"54, rue Royale",,Nantes,,44000,France,EMEA,Schmitt,Carine,Small,0.757176163,2266.606844,726.893156
10137,26,49.81,1,1295.06,7/10/2003 0:00,Shipped,3,7,2003,Classic Cars,50,S24_1628,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Small,0.796409137,1031.397617,263.6623828
10148,47,56.85,8,2671.95,9/11/2003 0:00,Shipped,3,9,2003,Classic Cars,50,S24_1628,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,0.772924647,2065.216012,606.7339883
10161,23,53.33,7,1226.59,10/17/2003 0:00,Shipped,4,10,2003,Classic Cars,50,S24_1628,Heintze Collectables,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Small,0.828771415,1016.56273,210.0272705
10172,34,42.76,5,1453.84,11/5/2003 0:00,Shipped,4,11,2003,Classic Cars,50,S24_1628,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,NA,King,Julie,Small,0.750700672,1091.398666,362.4413343
10181,34,53.83,1,1830.22,11/12/2003 0:00,Shipped,4,11,2003,Classic Cars,50,S24_1628,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Small,0.805518014,1474.27518,355.9448203
10192,47,53.83,6,2530.01,11/20/2003 0:00,Shipped,4,11,2003,Classic Cars,50,S24_1628,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie,Small,0.796318433,2014.693599,515.3164014
10204,45,49.81,12,2241.45,12/2/2003 0:00,Shipped,4,12,2003,Classic Cars,50,S24_1628,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff,Small,0.773139731,1732.95405,508.4959504
10212,45,53.33,5,2399.85,1/16/2004 0:00,Shipped,1,1,2004,Classic Cars,50,S24_1628,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,0.845647914,2029.428146,370.4218544
10226,36,43.27,3,1557.72,2/26/2004 0:00,Shipped,1,2,2004,Classic Cars,50,S24_1628,Collectable Mini Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,NA,Thompson,Valarie,Small,0.761823,1186.706923,371.0130771
10241,21,40.25,10,845.25,4/13/2004 0:00,Shipped,2,4,2004,Classic Cars,50,S24_1628,Mini Caravy,88.60.1555,"24, place Kluber",,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,Small,0.784772324,663.3288068,181.9211932
10266,28,48.3,1,1352.4,7/6/2004 0:00,Shipped,3,7,2004,Classic Cars,50,S24_1628,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small,0.76843636,1039.233333,313.1666666
10278,35,45.28,1,1584.8,8/6/2004 0:00,Shipped,3,8,2004,Classic Cars,50,S24_1628,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,NA,King,Sue,Small,0.794485632,1259.10083,325.6991698
10288,50,52.32,13,2616,9/1/2004 0:00,Shipped,3,9,2004,Classic Cars,50,S24_1628,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small,0.826357655,2161.751625,454.2483749
10301,22,51.32,3,1129.04,10/5/2003 0:00,Shipped,4,10,2003,Classic Cars,50,S24_1628,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Small,0.770723683,870.1778676,258.8621324
10311,45,49.3,8,2218.5,10/16/2004 0:00,Shipped,4,10,2004,Classic Cars,50,S24_1628,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,0.824542533,1829.24761,389.2523903
10321,48,42.26,5,2028.48,11/4/2004 0:00,Shipped,4,11,2004,Classic Cars,50,S24_1628,FunGiftIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,NA,Benitez,Violeta,Small,0.767671301,1557.205881,471.2741188
10332,20,87.96,5,1759.2,11/17/2004 0:00,Shipped,4,11,2004,Classic Cars,50,S24_1628,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small,0.830135589,1460.374527,298.8254727
10343,27,36.21,6,977.67,11/24/2004 0:00,Shipped,4,11,2004,Classic Cars,50,S24_1628,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Small,0.756385411,739.4953247,238.1746753
10367,38,38.5,11,1463,1/12/2005 0:00,Resolved,1,1,2005,Classic Cars,50,S24_1628,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA,Young,Julie,Small,0.761567847,1114.173761,348.8262394
10379,32,100,3,3970.56,2/10/2005 0:00,Shipped,1,2,2005,Classic Cars,50,S24_1628,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,0.848084005,3367.368428,603.1915719
10407,64,40.25,10,2576,4/22/2005 0:00,On Hold,2,4,2005,Classic Cars,50,S24_1628,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue,Small,0.845669607,2178.444908,397.5550921
10420,37,60.37,13,2233.69,5/29/2005 0:00,In Process,2,5,2005,Classic Cars,50,S24_1628,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small,0.827308698,1847.951165,385.7388353
10106,28,88.63,4,2481.64,2/17/2003 0:00,Shipped,1,2,2003,Planes,109,S24_1785,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small,0.763627174,1895.04774,586.5922595
10120,39,100,10,4651.53,4/29/2003 0:00,Shipped,2,4,2003,Planes,109,S24_1785,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,0.776971253,3614.105092,1037.424908
10133,41,94.1,5,3858.1,6/27/2003 0:00,Shipped,2,6,2003,Planes,109,S24_1785,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,0.78985925,3047.355973,810.7440268
10145,40,87.54,16,3501.6,8/25/2003 0:00,Shipped,3,8,2003,Planes,109,S24_1785,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA,Young,Julie,Medium,0.760837217,2664.147598,837.4524022
10168,49,100,11,6433.7,10/28/2003 0:00,Shipped,4,10,2003,Planes,109,S24_1785,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,NA,Hirano,Juri,Medium,0.801928367,5159.366535,1274.333465
10210,27,98.48,9,2658.96,1/12/2004 0:00,Shipped,1,1,2004,Planes,109,S24_1785,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Small,0.840904512,2235.931461,423.028539
10223,34,100,11,3608.76,2/20/2004 0:00,Shipped,1,2,2004,Planes,109,S24_1785,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,0.818909428,2955.247587,653.5124127
10235,23,96.29,5,2214.67,4/2/2004 0:00,Shipped,2,4,2004,Planes,109,S24_1785,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,NA,Lincoln,Elizabeth,Small,0.840152249,1860.659981,354.0100189
10250,31,88.63,6,2747.53,5/11/2004 0:00,Shipped,2,5,2004,Planes,109,S24_1785,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue,Small,0.759110893,2085.679952,661.8500484
10262,34,97.38,1,3310.92,6/24/2004 0:00,Cancelled,2,6,2004,Planes,109,S24_1785,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,0.803445346,2660.143266,650.7767344
10275,25,95.2,11,2380,7/23/2004 0:00,Shipped,3,7,2004,Planes,109,S24_1785,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Small,0.756265771,1799.912535,580.0874651
10284,22,100,3,2310.88,8/21/2004 0:00,Shipped,3,8,2004,Planes,109,S24_1785,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Small,0.783853123,1811.390505,499.4894945
10297,32,100,6,4061.76,9/16/2004 0:00,Shipped,3,9,2004,Planes,109,S24_1785,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Medium,0.835143554,3392.152683,669.6073166
10308,31,100,9,3493.7,10/15/2004 0:00,Shipped,4,10,2004,Planes,109,S24_1785,Mini Classics,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,NA,Frick,Steve,Medium,0.797100371,2784.829567,708.8704328
10316,25,100,1,2872.25,11/1/2004 0:00,Shipped,4,11,2004,Planes,109,S24_1785,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Small,0.84368455,2423.272948,448.9770518
10328,47,87.54,14,4114.38,11/12/2004 0:00,Shipped,4,11,2004,Planes,109,S24_1785,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium,0.76766273,3158.456185,955.9238155
10339,21,50.65,7,1063.65,11/23/2004 0:00,Shipped,4,11,2004,Planes,109,S24_1785,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small,0.818128013,870.2018606,193.4481394
10353,28,71.73,2,2008.44,12/4/2004 0:00,Shipped,4,12,2004,Planes,109,S24_1785,Gift Ideas Corp.,2035554407,2440 Pompton St.,,Glendale,CT,97561,USA,NA,Lewis,Dan,Small,0.806172365,1619.148825,389.2911754
10374,46,94.1,3,4328.6,2/2/2005 0:00,Shipped,1,2,2005,Planes,109,S24_1785,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Medium,0.818397113,3542.513742,786.0862584
10386,33,41.71,11,1376.43,3/1/2005 0:00,Resolved,1,3,2005,Planes,109,S24_1785,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,0.770547059,1060.604089,315.8259114
10398,43,100,16,5552.16,3/30/2005 0:00,Shipped,1,3,2005,Planes,109,S24_1785,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Medium,0.848522492,4711.132641,841.0273588
10401,38,96.29,5,3659.02,4/3/2005 0:00,On Hold,2,4,2005,Planes,109,S24_1785,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,,Newark,NJ,94019,USA,NA,Brown,William,Medium,0.822290749,3008.778297,650.2417031
10416,47,88.63,6,4165.61,5/10/2005 0:00,Shipped,2,5,2005,Planes,109,S24_1785,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Medium,0.804494056,3351.208485,814.4015151
10101,45,31.2,3,1404,1/9/2003 0:00,Shipped,1,1,2003,Vintage Cars,33,S24_1937,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Small,0.788367215,1106.86757,297.1324303
10110,20,35.51,3,710.2,3/18/2003 0:00,Shipped,1,3,2003,Vintage Cars,33,S24_1937,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small,0.762466302,541.5035674,168.6964326
10124,45,37.84,2,1702.8,5/21/2003 0:00,Shipped,2,5,2003,Vintage Cars,33,S24_1937,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,NA,King,Sue,Small,0.769508763,1310.319522,392.4804777
10149,36,33.19,7,1194.84,9/12/2003 0:00,Shipped,3,9,2003,Vintage Cars,33,S24_1937,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,,Brisbane,CA,94217,USA,NA,Taylor,Sue,Small,0.802024822,958.2913382,236.5486618
10162,37,27.22,5,1007.14,10/18/2003 0:00,Shipped,4,10,2003,Vintage Cars,33,S24_1937,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Small,0.843916373,849.9419356,157.1980644
10173,31,31.53,9,977.43,11/5/2003 0:00,Shipped,4,11,2003,Vintage Cars,33,S24_1937,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small,0.823533316,804.9461692,172.4838308
10182,39,36.84,6,1436.76,11/12/2003 0:00,Shipped,4,11,2003,Vintage Cars,33,S24_1937,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,0.795933364,1143.565221,293.1947793
10193,26,29.21,10,759.46,11/21/2003 0:00,Shipped,4,11,2003,Vintage Cars,33,S24_1937,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small,0.754178123,572.7681169,186.6918831
10205,32,37.17,5,1189.44,12/3/2003 0:00,Shipped,4,12,2003,Vintage Cars,33,S24_1937,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,0.784361761,932.9512527,256.4887473
10214,20,34.19,3,683.8,1/26/2004 0:00,Shipped,1,1,2004,Vintage Cars,33,S24_1937,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart》,Small,0.80914651,553.2943832,130.5056168
10227,42,29.21,6,1226.82,3/2/2004 0:00,Shipped,1,3,2004,Vintage Cars,33,S24_1937,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Small,0.758644019,930.7196555,296.1003445
10243,33,29.54,1,974.82,4/26/2004 0:00,Shipped,2,4,2004,Vintage Cars,33,S24_1937,Diecast Collectables,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,NA,Franco,Valarie,Small,0.845847449,824.5490101,150.2709899
10280,20,28.88,12,577.6,8/17/2004 0:00,Shipped,3,8,2004,Vintage Cars,33,S24_1937,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Small,0.792587105,457.7983118,119.8016882
10288,29,38.17,1,1106.93,9/1/2004 0:00,Shipped,3,9,2004,Vintage Cars,33,S24_1937,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small,0.824877235,913.0813575,193.8486425
10304,23,30.2,16,694.6,10/11/2004 0:00,Shipped,4,10,2004,Vintage Cars,33,S24_1937,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA,Tonini,Daniel,Small,0.788000687,547.3452772,147.2547228
10312,39,29.54,13,1152.06,10/21/2004 0:00,Shipped,4,10,2004,Vintage Cars,33,S24_1937,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,0.785540467,904.9897505,247.0702495
10322,20,100,3,2624,11/4/2004 0:00,Shipped,4,11,2004,Vintage Cars,33,S24_1937,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie,Small,0.828989871,2175.269422,448.7305783
10332,45,81.91,6,3685.95,11/17/2004 0:00,Shipped,4,11,2004,Vintage Cars,33,S24_1937,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,0.753284973,2776.570746,909.3792542
10344,20,35.18,6,703.6,11/25/2004 0:00,Shipped,4,11,2004,Vintage Cars,33,S24_1937,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,Small,0.776193217,546.1295477,157.4704523
10356,48,100,5,9720,12/9/2004 0:00,Shipped,4,12,2004,Vintage Cars,33,S24_1937,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel,Large,0.806170545,7835.977693,1884.022307
